sig_true, sig_fit, sig_err, sig_fit, sig_err, sig_fit, sig_err, sig_fit, sig_err
nm, nm, nm, nm, nm, nm, nm, nm, nm
, 0.1 V, 0.1 V, 0.4 V, 0.4 V, 0.7 V, 0.7 V, 1.0 V, 1.0 V
  0.500000,   0.234221,   0.003343,   0.509719,   0.001986,   0.486599,   0.001001,   0.502677,   0.000706
  0.700000,   0.917092,   0.008620,   0.759669,   0.002016,   0.673419,   0.001150,   0.690549,   0.000681
  0.900000,   0.686375,   0.008690,   0.994520,   0.004205,   0.933760,   0.001527,   0.925661,   0.001185
  1.100000,   0.644098,   0.011197,   1.027340,   0.003011,   1.146684,   0.001803,   1.069239,   0.001306
  1.300000,   1.131943,   0.009891,   1.486237,   0.004773,   1.281808,   0.001427,   1.278435,   0.001584
  1.500000,   3.169054,   0.048964,   1.555938,   0.004549,   1.567291,   0.002024,   1.456834,   0.001462
