sig_true, sig_fit, sig_err, sig_fit, sig_err, sig_fit, sig_err, sig_fit, sig_err
nm, nm, nm, nm, nm, nm, nm, nm, nm
, 0.1 V, 0.1 V, 0.4 V, 0.4 V, 0.7 V, 0.7 V, 1.0 V, 1.0 V
  0.500000,   0.719237,   0.014420,   0.871561,   0.006605,   0.460145,   0.001828,   0.554543,   0.001892
  0.700000,   1.368072,   0.042199,   0.931742,   0.007995,   0.559654,   0.001423,   0.689981,   0.002532
  0.900000,   1.574590,   0.023543,   1.008508,   0.005923,   1.095367,   0.003419,   0.831050,   0.001996
  1.100000,   0.946874,   0.014336,   1.249928,   0.007091,   1.116300,   0.003461,   1.156537,   0.002527
  1.300000,   0.784761,   0.012863,   1.155193,   0.006233,   1.210109,   0.003288,   1.237680,   0.002546
  1.500000, 296.264474, 33052.763646,   1.105173,   0.005876,   1.516712,   0.004537,   1.496758,   0.003490
