sig_true, sig_fit, sig_err, sig_fit, sig_err, sig_fit, sig_err, sig_fit, sig_err
nm, nm, nm, nm, nm, nm, nm, nm, nm
, 0.1 V, 0.1 V, 0.4 V, 0.4 V, 0.7 V, 0.7 V, 1.0 V, 1.0 V
  0.500000,   0.126676,   0.007687,   0.899871,   0.017751,   0.669264,   0.007435,   0.575439,   0.004700
  0.700000,   0.263012,   0.017126,   0.719163,   0.009334,   0.966566,   0.006401,   0.704289,   0.005011
  0.900000,   0.732255,   0.034352,   0.951128,   0.012500,   0.823351,   0.004841,   0.882408,   0.002862
  1.100000,   0.109450,   0.007643,   0.835965,   0.013410,   1.084144,   0.006381,   0.932112,   0.004230
  1.300000,   0.178155,   0.019655,   0.334749,   0.004725,   1.576568,   0.008518,   1.394286,   0.006227
  1.500000,   0.027954,   0.019505,   2.219149,   0.024926,   1.264187,   0.005482,   1.222064,   0.005939
